id,status,sentences
nyt://article/22cd4040-fc4f-5684-8a4c-c3896fd54226,Full text is unavailable for this digitized archive article.,['CHARITIES AND CORRECTION.; Origin and Growth of the Public Institutions of New-York. Care of the Poor in Early Times--The First Almshcuse-The Old Hospital--Special Treatment of the Deaf and Dumb and Blind First Introduced -- Ancient Accommodations for Criminals-The First Jails and Prisos -- Foundation of the Bellevue Establishment.']
nyt://article/23837109-170d-5067-840d-19c15d3610c6,Full text is unavailable for this digitized archive article.,"[""SOBRIETY IN LONDON.; They Even Set Clocks Ahead to Curtail Drinking Hours. NEED FOR THE LEAGUE. We Are Meddling in World Affairs Without Taking Responsibility. Colonel Powell's Prophecies. Aid Needed for Deaf and Dumb.""]"
nyt://article/24cdee07-250a-534c-8263-3dfc65df5bf4,Success,"[""ADVERTISEMENT  By Paul Theroux We have known for some time that industry violates our planet with grotesque poisonings, that this century's machines are so deafening we cannot even hear each other choking to death on their fumes; and yet never have I seen this fact so poignantly recorded as in one of the opening photographs in “Minamata,” a tragic history of 20 years of suffering in a small prefecture in southern Japan."", ""It is an eerily‐lit Pietà: a mother holds the naked ruined body of her daughter, who has been made deaf and dumb and physically incapable by the progress of methyl‐mercury poisoning; it looks like a death scene—the girl's hands are gnarled, her eyes staring at nothing—and then you see the other objects in the room and you realize she is being bathed.""]"
nyt://article/24fb8d07-f58c-523e-bcc3-0b95f2cfdcc4,Success,"[""But, he went on, Wagner forfeited all sense of true drama at the close of Act II, when ''he avoids any kind of ensemble and fills the stage with deaf and dumb figures who take no more part in the shattering events than the park benches around them.''""]"
nyt://article/25040a75-bb5d-57b4-92f2-56bfb69528e6,Full text is unavailable for this digitized archive article.,"['NEW-YORK CITY.; ALLEGED OFFICIAL CORRUPTION. A Special Committee of Inquiry--The Investigation Commenced. Crystal Palace--Resignation of Mr. Barnum--The Exhibition to Close Oct. 31. ""Building Associations"" again--More Trouble. Another Case of Manslaughter. THE NEW-YORK AND ERIE RAILROAD AND THE HARLEM ROAD.--The New-York and Eric Railroad ROBERT SCHUYLER AND THE NEW CLUB HOUSE. A ""KNOW-NOTHING"" JUDGE. INSTITUTION FOR THE DEAF AND DUMB. THE BOARD OF EXCISE SOMETHING NEW. TRIAL TRIP.']"
nyt://article/252b1aba-81ee-5789-9204-50563b454c92,Success,"['The Orator, who turns out to be deaf and dumb, can only mumble, then scribble a few words of gibberish on a blackboard.']"
nyt://article/258f490a-b64d-505b-96ed-4f6aa566ff8a,Full text is unavailable for this digitized archive article.,"[""A LITTLE MUTE'S GENEROSITY.; SHE PLANS TO EDUCATE ANOTHER DEAF-AND-DUMB CHILD.""]"
nyt://article/26c30046-b38c-5d3d-a033-55bf87e6134b,Success,"[""The first was to play deaf, dumb and blind—act like you've never heard of unions.""]"
nyt://article/2722819d-e199-55b8-9eca-fd09455b82cd,Full text is unavailable for this digitized archive article.,"['REMARKABLE IMPOSTURE.; A NORTH CAROLINIAN PRETENDS TO BE DEAF AND DUMB, AND ELOPES FROM HIS FAMILY. CASUALTIES ON MASSACHUSETTS RAILROADS. A STRONG WIND.']"
nyt://article/27979a8c-fa72-513a-832d-8d6e54bccfad,Full text is unavailable for this digitized archive article.,['EDUCATION FOR THE DEAF AND DUMB.']
nyt://article/27a3b32a-ecd3-5a66-bb36-1d939cd21f6e,Full text is unavailable for this digitized archive article.,['WHITECAPS IN KENTUCKY.; Aged Man and His Deaf and Dumb Daughter Badly Beaten.']
nyt://article/2824c14b-59d9-5540-ba2b-51679bf51cba,Full text is unavailable for this digitized archive article.,"[""MR. PANCOAST'S WILL.; HE LEAVES $30,000 TO HIS DEAF AND DUMB DAUGHTER MINNIE.""]"
nyt://article/282774fb-403f-5424-821f-56c18efd4f21,Success,"[""The means of altering one's consciousness of existence and emerging from the deaf, dumb and blind state of modern man, mentally disturbed in his polluted environment, is to alter one's behavior.""]"
nyt://article/282ae45b-45ee-5b45-b5f8-c07650a89479,Success,"[""Afternoon, 4 o'clock -- Deaf and Dumb Asylum, Irving Hall.""]"
nyt://article/28a4733d-9419-5cec-8517-0a9b4abbe5bc,Success,"['They erroneously said the girl, who wears hearing aids and acted younger than her age, was “deaf and dumb.” They dismissed questions about women’s safety.']"
nyt://article/2915665e-5403-56a9-94bc-962add0f216c,Success,"['does not lack for deaf bureaucrats, dumb politicians and blind party apparatchiks offering their theories on the downfall of the Soviet state and the collapse of the great socialist dream.']"
nyt://article/2915d7b7-0657-51c2-8de0-e53231654cbf,Success,['I guess you can say that retired from the movies until some writer comes up with a character who is deaf and dumb and sitting in a wheel chair.']
nyt://article/298f8ad8-2376-5134-aa15-c2ac845c7468,Success,"['n rock opera about a Wile boy struck deaf, dumb and blind, who gross uo to become pinball champion of the world and messiah of a new religion.']"
nyt://article/299d5a24-9e9b-59af-af4b-bd9cd0275f32,Success,"['ADVERTISEMENT It turns out that the 2,000-year struggle for Jewish survival comes down to a state of settlements, run by an amoral clique of corrupt lawbreakers who are deaf both to their citizens and to their enemies.', 'What is needed is not a political replacement for the Sharon government but a vision of hope, an alternative to the destruction of Zionism and its values by the deaf, dumb and callous.']"
nyt://article/29a1241e-7bb4-5450-a41b-7880c81c44c6,Success,"[""''My deafness wasn't noticed until I was a freshman in high school."", ""Then a teacher suggested that I should be sent to a school for the deaf and dumb -that's what he actually told my parents.""]"
nyt://article/2a1e4813-e91d-5823-869a-e5c49e5fe2c0,Success,"[""EDDY, at 71/2 P.M. American Tract Society of Boston -- Dr. CHEEVER's Church, 10 A.M. National Woman's Rights Convention -- Cooper Institute, 101/2 A.M and 71/2 P.M. Five Points House of Industry -- Academy of Music, 71/2 P.M. Institution for the Deaf and Dumb -- Academy of Music, 4 P.M. ADVERTISEMENT American Swedenborg Society -- New Church, Thirty-fifth street, between Fourth and Lexington avenues, 8 P.M. African Civilization Society -- Dr. CHEEVER's Church, 71/2 P.M. Business meeting at Shiloh Church, Prince-street, 10 A.M. FRIDAY, MAY 11.""]"
nyt://article/2a62e328-4683-519a-9a31-fbd5fa36f5a6,Full text is unavailable for this digitized archive article.,"['FARMER HAS ODD AFFLICTION.; Rode on Train for First Time, and Then Became Deaf and Dumb.']"
nyt://article/2ab40b65-bf23-5eab-9001-d83cb1ff6458,Success,"['This giant otherwise Pickleson mentioned to me under the seal of confidence, that beyond his being a burden to himself, his life was made a burden to him, by the cruelty of his master toward a step-daughter who was deaf and dumb.', 'I went to that Fair as a mere civilian, leaving the cart outside the town, and I looked about the back of the Vans while the performing was going on, and atlas, sitting dozing against a muddy cart-wheel, I come upon the poor girl who was deaf and dumb.', 'So I took her hand in mine, and I went with her one day to the Deaf and Dumb Establishment in London, and when the gentleman come to speak to us, I says to him: ""Now, I\'ll tell you what I\'ll do with you, sir.', 'Acting on it, I watched him in different manner and at different times not necessary to enter into, till I found that this strange young man was deaf and dumb.', 'listened with my eyes, which had come to be as quick and true with deaf and dumb conversation as my ears with the talk of people that can speak.', 'Looking up and seeing me, he says, in our deaf and dumb talk, ""Do not be angry.""', 'father, I hope my child may not be deaf and dumb, but I do not yet know.""', 'This may be a reason why Sophy, with her deaf and dumb child in her arms, seemed to stand silent by me all through my nap.']"
nyt://article/2b2b8633-ebe8-5f3a-bb7e-00b761f7b8a7,Full text is unavailable for this digitized archive article.,"[""ADVERTISEMENT  Justice Walsh's court room, under the City Hall, Brooklyn, was crowded yesterday morning with indignant and excited people when the case of Hugh McCabe, who is charged with having brutally assaulted Dannella Maxwell, a young deaf and dumb girl, was called for examination."", ""A DEAF AND DUMB GIRL'S STORY.; BRUTALLY ASSAULTED BY HER FATHER'S FRIEND.""]"
nyt://article/2b4ef42e-c951-58ae-a8d9-018b2d2ef9a4,Full text is unavailable for this digitized archive article.,"['ADVERTISEMENT  The New York Institution for the Instruction of the Deaf and Dumb held its ninety-sixth commencement yesterday afternoon on the grounds of the institution at 163d Street and Fort Washington Avenue.', '5,000 VISIT SCHOOL FOR DEAF AND DUMB; Crowd at Outdoor Commencement Overflows to Lawns and Grass Plots.']"
nyt://article/2b9aba86-1442-520e-886f-56566993b48f,Success,"['A deaf, dumb, blink child is visited by three enigmatic strangers and, for a brief space of pure happiness, hears, sees and cries out.']"
nyt://article/2c0c9b5f-7465-5653-a2cf-b5c95dff7cab,Success,"['It will be opposed alike by the members of all parties interested in the financial policy of the State -- banks, bondholders, &c. With a treasury full to overflowing, they refused to pay the interest upon the funded debt of the State, denied support to the blind, deaf and dumb, and insane, whose care and education the State had assumed.']"
nyt://article/2c80c57a-2100-5268-9494-bf2e2c51e697,Full text is unavailable for this digitized archive article.,['WOMAN CONFESSES TO THEFTS.; Mrs. Gobeille Also Made Her Husband Beg as a Deaf and Dumb Man.']
nyt://article/2cfa9014-f5b5-5f20-a548-3c5e778abadd,Success,"['Mr. Townshend, who is married and has children, has said that in the course of researching his life he had discovered evidence that he had been sexually abused when he was 6 while in the care of his maternal grandmother, who was mentally ill. ADVERTISEMENT The title character in ""Tommy,"" Mr. Townshend\'s 1969 rock opera, is a ""deaf, dumb and blind"" pinball wizard who is sexually abused by an uncle.']"
